apartment_number,building,floor,plot_number,apartment_type,rooms,area_sqm,balcony_garden_sqm,target_price,storage_sqm,parking_spaces,directions,final_price,apartment_plan_url,floor_plan_url,source_url,source_section,scan_date,id
13,8,4,229,2-D,5,125.85,21.27,כן,8.46,2,מזרח/דרום/מערב,"1,856,362 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/13.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A13
14,8,4,229,2-E,3,80.00,17.98,כן,7.03,2,מזרח/צפון,"1,140,343 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/14.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A14
15,8,5,229,2-C-1,5,125.84,21.46,כן,8.86,2,צפון/מערב/דרום,"1,859,586 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/15.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A15
16,8,5,229,2-D-1,5,125.85,21.27,כן,8.94,2,מזרח/דרום/מערב,"1,859,331 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/16.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A16
17,8,5,229,2-E-1,3,80.00,17.98,כן,7.59,2,מזרח/צפון,"1,143,114 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%208/17.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A17
18,8,6,229,2-F,5,144.62,39.14,לא,9.13,2,מזרח/צפון/מערב/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A18
19,8,6,229,2-G,5,142.20,39.50,לא,9.15,2,צפון/מערב/דרום/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A19
20,8,7,229,2-H,6,176.63,115.44,לא,9.00,2,מזרח/צפון/מערב/דרום,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/8/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 8,2026-07-29,B8-A20
1,9,קרקע,229,5-A,5,140.89,241.63,לא,6.55,2,מערב/צפון/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/0.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 9,2026-07-29,B9-A1
2,9,1,229,5-B,4,113.97,24.71,כן,6.27,2,מערב/צפון/מזרח,"1,667,884 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%209/2.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 9,2026-07-29,B9-A2
3,9,1,229,5-C,4,116.70,24.89,כן,5.99,2,מערב/דרום/מזרח,"1,702,860 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%209/3.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 9,2026-07-29,B9-A3
4,9,2,229,5-B,4,113.97,24.71,כן,5.68,2,מערב/צפון/מזרח,"1,664,236 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%209/4.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 9,2026-07-29,B9-A4
5,9,2,229,5-C,4,116.70,24.89,כן,5.85,2,מערב/דרום/מזרח,"1,701,995 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%209/5.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 9,2026-07-29,B9-A5
6,9,3,229,5-B,4,113.97,24.71,כן,5.69,2,מערב/צפון/מזרח,"1,664,298 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%209/6.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 9,2026-07-29,B9-A6
7,9,3,229,5-C,4,116.70,24.89,כן,5.12,2,מערב/דרום/מזרח,"1,697,481 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%209/7.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 9,2026-07-29,B9-A7
8,9,4,229,5-B,4,113.97,24.71,כן,6.27,2,מערב/צפון/מזרח,"1,667,884 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%209/8.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 9,2026-07-29,B9-A8
9,9,4,229,5-C,4,116.70,24.89,כן,6.51,2,מערב/דרום/מזרח,"1,706,076 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%209/9.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 9,2026-07-29,B9-A9
10,9,5,229,5-B-1,4,113.97,24.71,כן,6.45,2,מערב/צפון/מזרח,"1,668,997 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%209/10.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 9,2026-07-29,B9-A10
11,9,5,229,5-C-1,4,116.70,24.89,כן,6.91,2,מערב/דרום/מזרח,"1,708,549 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%209/11.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 9,2026-07-29,B9-A11
12,9,6,229,5-D,5,141.75,100.07,לא,10.86,2,מערב/דרום/מזרח/צפון,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/9/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 9,2026-07-29,B9-A12
1,10,קרקע,229,3-M,5,127.69,133.23,לא,10.03,2,צפון/מערב/מזרח,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/0.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A1
2,10,קרקע,229,3-N,5,127.48,253.21,לא,10.11,2,דרום/מערב,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/0.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A2
3,10,1,229,3-C,5,125.93,24.27,כן,7.27,2,צפון/מערב/מזרח,"1,863,968 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/3.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A3
4,10,1,229,3-D,5,127.03,24.29,כן,7.52,2,דרום/מערב,"1,880,061 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/4.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A4
5,10,1,229,3-E,3,82.34,20.64,כן,5.88,2,דרום/מזרח/צפון,"1,173,463 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/5.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A5
6,10,2,229,3-C,5,125.93,24.27,כן,8.36,2,צפון/מערב/מזרח,"1,870,708 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/6.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A6
7,10,2,229,3-D,5,127.03,24.29,כן,7.86,2,דרום/מערב,"1,882,164 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/7.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A7
8,10,2,229,3-E,3,82.34,20.64,כן,6.05,2,דרום/מזרח/צפון,"1,174,304 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/8.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A8
9,10,3,229,3-C,5,125.93,24.27,כן,8.45,2,צפון/מערב/מזרח,"1,871,265 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/9.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A9
10,10,3,229,3-D,5,127.03,24.29,כן,8.36,2,דרום/מערב,"1,885,256 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/10.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A10
11,10,3,229,3-E,3,82.34,20.64,כן,6.05,2,דרום/מזרח/צפון,"1,174,304 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/11.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A11
12,10,4,229,3-C,5,125.93,24.27,כן,8.59,2,צפון/מערב/מזרח,"1,872,131 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/12.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A12
13,10,4,229,3-D,5,127.03,24.29,כן,8.50,2,דרום/מערב,"1,886,121 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/13.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A13
14,10,4,229,3-E,3,82.34,20.64,כן,6.23,2,דרום/מזרח/צפון,"1,175,194 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/14.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A14
15,10,5,229,3-C,5,125.93,24.27,כן,8.93,2,צפון/מערב/מזרח,"1,874,233 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/15.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A15
16,10,5,229,3-D,5,127.03,24.29,כן,8.93,2,דרום/מערב,"1,888,780 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/16.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A16
17,10,5,229,3-E,3,82.34,20.64,כן,6.44,2,דרום/מזרח/צפון,"1,176,233 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/17.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A17
18,10,6,229,3-C,5,125.93,24.27,כן,9.98,2,צפון/מערב/מזרח,"1,880,726 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2010/18.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A18
19,10,6,229,3-F,5,155.37,100.78,לא,9.81,2,מזרח/דרום/מערב,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/6.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A19
20,10,7,229,3-G,5,184.11,126.56,לא,9.51,2,צפון/מזרח/דרום/מערב,,,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/10/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/7.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 10,2026-07-29,B10-A20
1,11,קרקע+ מרתף,229,3-OM,4,179.23,130.89,לא,9.71,2,צפון/מזרח/דרום,,,,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A1
2,11,קרקע+ מרתף,228,3-PM,4,184.87,200.38,לא,9.47,2,מערב/דרום,,,,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A2
3,11,1,228,3-CM,5,125.93,24.27,כן,9.07,2,צפון/מזרח/דרום,"1,875,099 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/3.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A3
4,11,1,228,3-DM,5,127.03,24.29,כן,9.03,2,מערב/דרום,"1,889,399 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/4.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A4
5,11,1,228,3-EM,3,82.34,20.64,כן,7.59,2,מערב/צפון/מזרח,"1,181,922 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/5.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/1.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A5
6,11,2,228,3-CM,5,125.93,24.27,כן,9.16,2,צפון/מזרח/דרום,"1,875,655 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/6.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A6
7,11,2,228,3-DM,5,127.03,24.29,כן,9.16,2,מערב/דרום,"1,890,203 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/7.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A7
8,11,2,228,3-EM,3,82.34,20.64,כן,8.90,2,מערב/צפון/מזרח,"1,188,403 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/8.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/2.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A8
9,11,3,228,3-CM,5,125.93,24.27,כן,9.32,2,צפון/מזרח/דרום,"1,876,645 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/9.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A9
10,11,3,228,3-DM,5,127.03,24.29,כן,9.24,2,מערב/דרום,"1,890,697 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/10.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A10
11,11,3,228,3-EM,3,82.34,20.64,כן,8.71,2,מערב/צפון/מזרח,"1,187,463 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/11.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/3.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A11
12,11,4,228,3-CM,5,125.93,24.27,כן,9.39,2,צפון/מזרח/דרום,"1,877,078 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/12.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A12
13,11,4,228,3-DM,5,127.03,24.29,כן,9.61,2,מערב/דרום,"1,892,985 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/13.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A13
14,11,4,228,3-EM,3,82.34,20.64,כן,8.94,2,מערב/צפון/מזרח,"1,188,601 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/14.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/4.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A14
15,11,5,228,3-CM,5,125.93,24.27,כן,9.76,2,צפון/מזרח/דרום,"1,879,366 ₪",https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%93%D7%99%D7%A8%D7%95%D7%AA/%D7%9E%D7%A9%D7%AA%D7%9B%D7%9F%2011/15.pdf,https://shoval-haifa.webzsites.site/wp-content/themes/shoval-haifa/data/11/%D7%A7%D7%95%D7%9E%D7%95%D7%AA/5.pdf,https://shoval-haifa.webzsites.site/#priceListD,מבנה 11,2026-07-29,B11-A15
