דירה,בניין,קומה,חדרים,שטח,מרפסת,נוף,ציון מיקום,ציון תכנון,ציון נדירות,ציון איכות כולל,הערות
7,8,2,5,125.85,21.27,נוף פתוח רב-כיווני,62.1,80.0,88.0,77.5,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (8.25 מ""ר); 2 חניות | שכיח (12 יחידות)"
18,11,6,5,125.93,24.27,נוף פתוח רב-כיווני,76.4,80.0,83.0,77.5,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן גדול (9.65 מ""ר); 2 חניות | שכיח (17 יחידות)"
41,14,9,5.5,139.78,23.91,נוף ים מוערך,64.3,80.0,77.1,77.5,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (9.64 מ""ר); 2 חניות | שכיח (23 יחידות)"
6,9,3,4,113.97,24.71,נוף פתוח רב-כיווני,67.5,80.0,92.0,77.4,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (28.5 מ""ר/חדר); יחס מרפסת 21.7% | מחסן (5.69 מ""ר); 2 חניות | מוגבל (8 יחידות)"
15,4,5,5,125.93,24.27,נוף פתוח רב-כיווני,75.8,80.0,83.0,77.3,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן גדול (9.25 מ""ר); 2 חניות | שכיח (17 יחידות)"
14,5,4,3,82.34,20.64,נוף פתוח רב-כיווני,69.3,80.0,80.0,77.3,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.15 מ""ר); 2 חניות | שכיח (15 יחידות); 3 חדרים - נפוץ בפרויקט"
12,6,4,5,125.93,24.27,נוף פתוח רב-כיווני,69.3,80.0,83.0,77.3,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (7.69 מ""ר); 2 חניות | שכיח (17 יחידות)"
80,7,17,5,125.03,18.41,נוף צפוני/עירוני,81.4,80.0,84.0,77.3,"מגדל 22 קומות; קומה גבוהה במגדל | גובה מגדל מגביר נוף | יעילות שטח טובה (25.0 מ""ר/חדר); יחס מרפסת 14.7% | מחסן בינוני (8.27 מ""ר); 2 חניות | שכיח (16 יחידות)"
7,13,2,5,125.85,21.27,נוף פתוח רב-כיווני,62.1,80.0,88.0,77.3,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן (6.74 מ""ר); 2 חניות | שכיח (12 יחידות)"
12,3,4,5,125.93,24.27,נוף פתוח רב-כיווני,69.3,80.0,82.0,77.1,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (8.2 מ""ר); 2 חניות | שכיח (18 יחידות)"
3,8,1,5,125.84,21.46,נוף פתוח רב-כיווני,58.6,80.0,88.0,77.1,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן בינוני (7.68 מ""ר); 2 חניות | שכיח (12 יחידות)"
3,9,1,4,116.70,24.89,נוף פתוח רב-כיווני,59.2,80.0,92.0,77.1,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (29.2 מ""ר/חדר); יחס מרפסת 21.3% | מחסן (5.99 מ""ר); 2 חניות | מוגבל (8 יחידות)"
12,10,4,5,125.93,24.27,נוף פתוח רב-כיווני,69.3,80.0,82.0,77.1,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (8.59 מ""ר); 2 חניות | שכיח (18 יחידות)"
13,11,4,5,127.03,24.29,נוף מערבי (פוטנציאל ים),64.3,80.0,86.0,77.1,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן גדול (9.61 מ""ר); 2 חניות | שכיח (14 יחידות)"
16,3,5,5,127.03,24.29,נוף מערבי (פוטנציאל ים),67.9,80.0,85.0,77.0,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (8.5 מ""ר); 2 חניות | שכיח (15 יחידות)"
11,4,3,3,82.34,20.64,נוף פתוח רב-כיווני,67.5,80.0,81.0,77.0,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.93 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ בפרויקט"
8,6,2,3,82.34,20.64,נוף פתוח רב-כיווני,62.1,80.0,81.0,77.0,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן בינוני (8.82 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ "
29,7,7,5.5,141.28,23.90,נוף מערבי (פוטנציאל ים),60.0,80.0,90.0,77.0,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.7 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (7.37 מ""ר); 2 חניות | שכיח (10 יחידות)"
16,10,5,5,127.03,24.29,נוף מערבי (פוטנציאל ים),67.9,80.0,85.0,77.0,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (8.93 מ""ר); 2 חניות | שכיח (15 יחידות)"
12,13,4,5,125.84,21.46,נוף פתוח רב-כיווני,69.3,80.0,88.0,76.8,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן (6.91 מ""ר); 2 חניות | שכיח (12 יחידות)"
3,5,1,5,125.93,24.27,נוף פתוח רב-כיווני,58.6,80.0,82.0,76.7,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (7.57 מ""ר); 2 חניות | שכיח (18 יחידות)"
82,7,17,3,83.90,23.90,נוף פנורמי גבוה (ים/עיר) - מוערך,81.4,80.0,62.1,76.7,"מגדל 22 קומות; קומה גבוהה במגדל | כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן גדול (9.0 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
36,14,8,5.5,139.78,23.91,נוף ים מוערך,62.1,80.0,77.1,76.7,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (9.66 מ""ר); 2 חניות | שכיח (23 יחידות)"
84,14,17,3,83.90,23.90,נוף פנורמי גבוה (ים/עיר) - מוערך,81.4,80.0,62.1,76.7,"מגדל 22 קומות; קומה גבוהה במגדל | כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן גדול (9.18 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
8,1,4,5,128.98,24.22,נוף פתוח רב-כיווני,71.7,80.0,96.0,76.6,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.8 מ""ר/חדר); יחס מרפסת 18.8% | מחסן (6.57 מ""ר); 2 חניות | מוגבל (4 יחידות)"
15,11,5,5,125.93,24.27,נוף פתוח רב-כיווני,72.9,80.0,83.0,76.6,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן גדול (9.76 מ""ר); 2 חניות | שכיח (17 יחידות)"
75,7,16,5,125.03,18.41,נוף צפוני/עירוני,79.3,80.0,84.0,76.5,"מגדל 22 קומות; קומה גבוהה במגדל | גובה מגדל מגביר נוף | יעילות שטח טובה (25.0 מ""ר/חדר); יחס מרפסת 14.7% | מחסן בינוני (8.33 מ""ר); 2 חניות | שכיח (16 יחידות)"
14,11,4,3,82.34,20.64,נוף פתוח רב-כיווני,69.3,80.0,81.0,76.5,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן בינוני (8.94 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ בפרויקט"
82,14,17,4,113.65,18.41,נוף צפוני/עירוני,81.4,80.0,84.0,76.5,"מגדל 22 קומות; קומה גבוהה במגדל | גובה מגדל מגביר נוף | יעילות שטח טובה (28.4 מ""ר/חדר); יחס מרפסת 16.2% | מחסן (5.69 מ""ר); 2 חניות | שכיח (16 יחידות)"
11,5,3,3,82.34,20.64,נוף פתוח רב-כיווני,65.7,80.0,80.0,76.4,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.05 מ""ר); 2 חניות | שכיח (15 יחידות); 3 חדרים - נפוץ בפרויקט"
9,6,3,5,125.93,24.27,נוף פתוח רב-כיווני,65.7,80.0,83.0,76.4,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (7.47 מ""ר); 2 חניות | שכיח (17 יחידות)"
4,9,2,4,113.97,24.71,נוף פתוח רב-כיווני,63.3,80.0,92.0,76.4,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (28.5 מ""ר/חדר); יחס מרפסת 21.7% | מחסן (5.68 מ""ר); 2 חניות | מוגבל (8 יחידות)"
4,13,1,5,125.85,21.27,נוף פתוח רב-כיווני,58.6,80.0,88.0,76.4,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן (6.59 מ""ר); 2 חניות | שכיח (12 יחידות)"
50,14,11,5.5,142.42,23.94,נוף ים מוערך,68.6,80.0,77.1,76.4,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן בינוני (7.5 מ""ר); 2 חניות | שכיח (23 יחידות)"
12,4,4,5,125.93,24.27,נוף פתוח רב-כיווני,71.7,80.0,83.0,76.3,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן גדול (9.23 מ""ר); 2 חניות | שכיח (17 יחידות)"
9,3,3,5,125.93,24.27,נוף פתוח רב-כיווני,65.7,80.0,82.0,76.2,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (7.99 מ""ר); 2 חניות | שכיח (18 יחידות)"
24,7,6,5.5,141.28,23.90,נוף מערבי (פוטנציאל ים),57.9,80.0,90.0,76.2,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.7 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (7.87 מ""ר); 2 חניות | שכיח (10 יחידות)"
9,10,3,5,125.93,24.27,נוף פתוח רב-כיווני,65.7,80.0,82.0,76.2,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (8.45 מ""ר); 2 חניות | שכיח (18 יחידות)"
10,11,3,5,127.03,24.29,נוף מערבי (פוטנציאל ים),60.7,80.0,86.0,76.2,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן גדול (9.24 מ""ר); 2 חניות | שכיח (14 יחידות)"
2,12,1,4,113.97,24.71,נוף פתוח רב-כיווני,56.2,80.0,92.0,76.2,"יחידת פינה/רב-כיוונית; קרבה אפשרית ללובי/מעלית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (28.5 מ""ר/חדר); יחס מרפסת 21.7% | 2 חניות | מוגבל (8 יחידות)"
13,3,4,5,127.03,24.29,נוף מערבי (פוטנציאל ים),64.3,80.0,85.0,76.1,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (8.46 מ""ר); 2 חניות | שכיח (15 יחידות)"
5,6,1,3,82.34,20.64,נוף פתוח רב-כיווני,58.6,80.0,81.0,76.1,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן בינוני (8.19 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ "
33,7,8,5.5,144.26,23.94,נוף ים מוערך,62.1,80.0,91.0,76.1,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (26.2 מ""ר/חדר); יחס מרפסת 16.6% | מחסן בינוני (7.15 מ""ר); 2 חניות | שכיח (9 יחידות)"
13,10,4,5,127.03,24.29,נוף מערבי (פוטנציאל ים),64.3,80.0,85.0,76.1,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (8.5 מ""ר); 2 חניות | שכיח (15 יחידות)"
13,2,4,5,125.85,21.27,נוף פתוח רב-כיווני,69.3,80.0,88.0,76.0,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן גדול (9.79 מ""ר); 2 חניות | שכיח (12 יחידות)"
9,12,4,4,116.70,24.89,נוף פתוח רב-כיווני,71.7,80.0,92.0,76.0,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (29.2 מ""ר/חדר); יחס מרפסת 21.3% | מחסן (6.2 מ""ר); 2 חניות | מוגבל (8 יחידות)"
2,13,קרקע+ מרתף,5,195.06,48.49,נוף פתוח רב-כיווני,45,76.0,100,76.0,"קרקע+מרתף; יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | שטח מרווח (39.0 מ""ר/חדר); יחס מרפסת 24.9% | מחסן בינוני (7.14 מ""ר); 2 חניות; יחידת שוק חופשי (מפרט עשיר מו"
8,4,2,3,82.34,20.64,נוף פתוח רב-כיווני,63.3,80.0,81.0,75.9,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.65 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ בפרויקט"
77,7,16,3,83.90,23.90,נוף פנורמי גבוה (ים/עיר) - מוערך,79.3,80.0,62.1,75.9,"מגדל 22 קומות; קומה גבוהה במגדל | כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן גדול (9.12 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
4,8,1,5,125.85,21.27,נוף פתוח רב-כיווני,58.6,80.0,88.0,75.9,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 16.9% | מחסן (6.52 מ""ר); 2 חניות | שכיח (12 יחידות)"
9,13,3,5,125.84,21.46,נוף פתוח רב-כיווני,65.7,80.0,88.0,75.9,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן (6.7 מ""ר); 2 חניות | שכיח (12 יחידות)"
31,14,7,5.5,139.78,23.91,נוף מערבי (פוטנציאל ים),60.0,80.0,77.1,75.9,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (9.66 מ""ר); 2 חניות | שכיח (23 יחידות)"
79,14,16,3,83.90,23.90,נוף פנורמי גבוה (ים/עיר) - מוערך,79.3,80.0,62.1,75.9,"מגדל 22 קומות; קומה גבוהה במגדל | כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן גדול (9.15 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
10,4,3,5,127.03,24.29,נוף מערבי (פוטנציאל ים),62.5,80.0,86.0,75.8,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (8.97 מ""ר); 2 חניות | שכיח (14 יחידות)"
77,14,16,4,113.65,18.41,נוף צפוני/עירוני,79.3,80.0,84.0,75.8,"מגדל 22 קומות; קומה גבוהה במגדל | גובה מגדל מגביר נוף | יעילות שטח טובה (28.4 מ""ר/חדר); יחס מרפסת 16.2% | מחסן (5.69 מ""ר); 2 חניות | שכיח (16 יחידות)"
17,3,5,3,82.34,20.64,נוף פתוח רב-כיווני,72.9,80.0,80.0,75.7,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.09 מ""ר); 2 חניות | שכיח (15 יחידות); 3 חדרים - נפוץ בפרויקט"
70,7,15,5,125.03,18.41,נוף צפוני/עירוני,77.1,80.0,84.0,75.7,"מגדל 22 קומות; קומה גבוהה במגדל | גובה מגדל מגביר נוף | יעילות שטח טובה (25.0 מ""ר/חדר); יחס מרפסת 14.7% | מחסן בינוני (8.37 מ""ר); 2 חניות | שכיח (16 יחידות)"
12,11,4,5,125.93,24.27,נוף פתוח רב-כיווני,69.3,80.0,83.0,75.7,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן גדול (9.39 מ""ר); 2 חניות | שכיח (17 יחידות)"
11,11,3,3,82.34,20.64,נוף פתוח רב-כיווני,65.7,80.0,81.0,75.6,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן בינוני (8.71 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ בפרויקט"
45,14,10,5.5,142.42,23.94,נוף ים מוערך,66.4,80.0,77.1,75.6,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (25.9 מ""ר/חדר); יחס מרפסת 16.8% | מחסן בינוני (8.07 מ""ר); 2 חניות | שכיח (23 יחידות)"
6,1,3,5,128.98,24.22,נוף פתוח רב-כיווני,67.5,80.0,96.0,75.5,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.8 מ""ר/חדר); יחס מרפסת 18.8% | מחסן (5.88 מ""ר); 2 חניות | מוגבל (4 יחידות)"
17,2,5,3,80.00,17.98,נוף מערבי (פוטנציאל ים),67.9,80.0,95,75.5,"כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (26.7 מ""ר/חדר); יחס מרפסת 22.5% | מחסן בינוני (7.54 מ""ר); 2 חניות | נדירות גבוהה (3 יחידות); 3 חדרים - נפוץ בפרויקט"
6,6,2,5,125.93,24.27,נוף פתוח רב-כיווני,62.1,80.0,83.0,75.5,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (7.47 מ""ר); 2 חניות | שכיח (17 יחידות)"
19,7,5,5.5,141.28,23.90,נוף מערבי (פוטנציאל ים),55.7,80.0,90.0,75.4,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.7 מ""ר/חדר); יחס מרפסת 16.9% | מחסן בינוני (7.98 מ""ר); 2 חניות | שכיח (10 יחידות)"
28,7,7,5.5,144.26,23.94,נוף מערבי (פוטנציאל ים),60.0,80.0,91.0,75.4,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים | יעילות שטח טובה (26.2 מ""ר/חדר); יחס מרפסת 16.6% | מחסן בינוני (7.21 מ""ר); 2 חניות | שכיח (9 יחידות)"
3,3,1,5,125.93,24.27,נוף פתוח רב-כיווני,58.6,80.0,82.0,75.3,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן גדול (9.04 מ""ר); 2 חניות | שכיח (18 יחידות)"
6,10,2,5,125.93,24.27,נוף פתוח רב-כיווני,62.1,80.0,82.0,75.3,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן בינוני (8.36 מ""ר); 2 חניות | שכיח (18 יחידות)"
7,11,2,5,127.03,24.29,נוף מערבי (פוטנציאל ים),57.1,80.0,86.0,75.3,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן גדול (9.16 מ""ר); 2 חניות | שכיח (14 יחידות)"
10,3,3,5,127.03,24.29,נוף מערבי (פוטנציאל ים),60.7,80.0,85.0,75.2,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (8.08 מ""ר); 2 חניות | שכיח (15 יחידות)"
9,4,3,5,125.93,24.27,נוף פתוח רב-כיווני,67.5,80.0,83.0,75.2,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן גדול (9.08 מ""ר); 2 חניות | שכיח (17 יחידות)"
10,10,3,5,127.03,24.29,נוף מערבי (פוטנציאל ים),60.7,80.0,85.0,75.2,"כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 19.1% | מחסן בינוני (8.36 מ""ר); 2 חניות | שכיח (15 יחידות)"
26,14,6,5.5,139.78,23.91,נוף מערבי (פוטנציאל ים),57.9,80.0,77.1,75.2,"מגדל 22 קומות | כיוון מערב - פוטנציאל נוף ים; כיוון דרום | יעילות שטח טובה (25.4 מ""ר/חדר); יחס מרפסת 17.1% | מחסן גדול (9.69 מ""ר); 2 חניות | שכיח (23 יחידות)"
72,7,15,3,83.90,23.90,נוף פנורמי גבוה (ים/עיר) - מוערך,77.1,80.0,62.1,75.1,"מגדל 22 קומות; קומה גבוהה במגדל | כיוון דרום; גובה מגדל מגביר נוף | יעילות שטח טובה (28.0 מ""ר/חדר); יחס מרפסת 28.5% | מחסן גדול (9.18 מ""ר); 2 חניות | שכיח (33 יחידות); 3 חדרים - נפוץ בפרויקט"
65,7,14,5,125.03,18.41,נוף צפוני/עירוני,75.0,80.0,84.0,75.0,"מגדל 22 קומות | גובה מגדל מגביר נוף | יעילות שטח טובה (25.0 מ""ר/חדר); יחס מרפסת 14.7% | מחסן בינוני (8.58 מ""ר); 2 חניות | שכיח (16 יחידות)"
6,13,2,5,125.84,21.46,נוף פתוח רב-כיווני,62.1,80.0,88.0,75.0,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 17.1% | מחסן (6.65 מ""ר); 2 חניות | שכיח (12 יחידות)"
72,14,15,4,113.65,18.41,נוף צפוני/עירוני,77.1,80.0,84.0,75.0,"מגדל 22 קומות; קומה גבוהה במגדל | גובה מגדל מגביר נוף | יעילות שטח טובה (28.4 מ""ר/חדר); יחס מרפסת 16.2% | מחסן (5.69 מ""ר); 2 חניות | שכיח (16 יחידות)"
5,4,1,3,82.34,20.64,נוף פתוח רב-כיווני,59.2,80.0,81.0,74.9,"יחידת פינה/רב-כיוונית | כיוון מערב - פוטנציאל נוף ים; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.6 מ""ר); 2 חניות | שכיח (14 יחידות); 3 חדרים - נפוץ בפרויקט"
7,12,3,4,116.70,24.89,נוף פתוח רב-כיווני,67.5,80.0,92.0,74.9,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (29.2 מ""ר/חדר); יחס מרפסת 21.3% | מחסן (5.16 מ""ר); 2 חניות | מוגבל (8 יחידות)"
14,3,4,3,82.34,20.64,נוף פתוח רב-כיווני,69.3,80.0,80.0,74.8,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (27.4 מ""ר/חדר); יחס מרפסת 25.1% | מחסן גדול (9.07 מ""ר); 2 חניות | שכיח (15 יחידות); 3 חדרים - נפוץ בפרויקט"
9,11,3,5,125.93,24.27,נוף פתוח רב-כיווני,65.7,80.0,83.0,74.8,"יחידת פינה/רב-כיוונית | כיוון דרום; 3 כיווני אוויר | יעילות שטח טובה (25.2 מ""ר/חדר); יחס מרפסת 19.3% | מחסן גדול (9.32 מ""ר); 2 חניות | שכיח (17 יחידות)"
